Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Load Balancing in Software-Defined Networks Based on Particle Swarm Optimization,"Quality, Reliability, Security and Robustness in Heterogeneous Systems",,,,10.1007/978-3-031-65126-7_39,Haiyan ZhangLiren ZouYilong Xie,2024,https://link.springer.com/chapter/10.1007/978-3-031-65126-7_39,Conference paper
Simulation Model for Application of the SDN Concept in IMS/NGN Network Transport Stratum,Computational Science – ICCS 2024,,,,10.1007/978-3-031-63751-3_16,Sylwester KaczmarekMaciej SacJakub Adrych,2024,https://link.springer.com/chapter/10.1007/978-3-031-63751-3_16,Conference paper
Performance Analysis of&#xa0;a&#xa0;DTAG Recovery Method in&#xa0;DTN with&#xa0;Multiple Flows,Innovative Mobile and Internet Services in Ubiquitous Computing,,,,10.1007/978-3-031-64766-6_32,Shura TachibanaMakoto IkedaLeonard Barolli,2024,https://link.springer.com/chapter/10.1007/978-3-031-64766-6_32,Conference paper
Correction to: Safeguarding Ecosystems and Efficiency in Peer-to-Peer File Sharing Systems: An IoT-Inspired Approach to Pollution Mitigation,The Future of Artificial Intelligence and Robotics,,,,10.1007/978-3-031-60935-0_71,Ritu,2024,https://link.springer.com/chapter/10.1007/978-3-031-60935-0_71,Conference paper
Towards a&#xa0;Scalable and&#xa0;Efficient PGAS-Based Distributed OpenMP,Advancing OpenMP for Future Accelerators,,,,10.1007/978-3-031-72567-8_5,Baodi ShanMauricio Araya-PoloBarbara Chapman,2024,https://link.springer.com/chapter/10.1007/978-3-031-72567-8_5,Conference paper
Advances in&#xa0;the&#xa0;Security of&#xa0;SDNs: Exploration of&#xa0;Recent ML-Based Approaches,Smart Applications and Data Analysis,,,,10.1007/978-3-031-77043-2_17,Ilyasse MellalAbderrahime Ait WakrimeKhaoula Boukir,2024,https://link.springer.com/chapter/10.1007/978-3-031-77043-2_17,Conference paper
Distributed Simulation for&#xa0;Digital Twins of&#xa0;Large-Scale Real-World DiffServ-Based Networks,Euro-Par 2024: Parallel Processing,,,,10.1007/978-3-031-69583-4_18,Zhuoyao HuangNan ZhangJingran ShenGeorgios DiamantopoulosZhengchang HuaNikos TziritasGeorgios Theodoropoulos,2024,https://link.springer.com/chapter/10.1007/978-3-031-69583-4_18,Conference paper
Indifferentiability of&#xa0;3-Round Confusion-Diffusion Networks,Security and Cryptography for Networks,,,,10.1007/978-3-031-71073-5_7,Ritam BhaumikMridul NandiSayantan PaulAbishanka Saha,2024,https://link.springer.com/chapter/10.1007/978-3-031-71073-5_7,Conference paper
Performance Analysis of Existing SDN Load Balancing Controller Using Mininet,Recent Trends and Advances in Artificial Intelligence,,,,10.1007/978-3-031-70924-1_13,Pashupati BaniyaParma NandBharat BhushanAlaa Ali HameedAkhtar JamilAtul Agrawal,2024,https://link.springer.com/chapter/10.1007/978-3-031-70924-1_13,Conference paper
"Performance Study of Three Different Types of Data Center Network Architectures, NovaCube, BCube, and FatTree Using NS-3 Simulator",Proceedings of Fifth International Conference on Computer and Communication Technologies,,,,10.1007/978-981-99-9704-6_38,A. RanjithP. SubhashG. NagarajuM. SrinivasA. Prashanth,2024,https://link.springer.com/chapter/10.1007/978-981-99-9704-6_38,Conference paper
Multi-path Transmission Strategy for Deterministic Networks,Proceedings of the 13th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-99-9247-8_38,Fei ZhengKelin LiZou ZhouYu HuLongjie Chen,2024,https://link.springer.com/chapter/10.1007/978-981-99-9247-8_38,Conference paper
Controller Architecture and Performance Optimization for Intensive Deployment Scenarios,Proceedings of the 13th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-99-9239-3_17,Chuanming ZhuHuiguang ChenJingwen Li,2024,https://link.springer.com/chapter/10.1007/978-981-99-9239-3_17,Conference paper
Traffic Optimization and Optimal Routing in 5G SDN Networks Using Deep Learning,Innovations in Electrical and Electronic Engineering,,,,10.1007/978-981-99-8661-3_3,Piyush KulshreshthaAmit Kumar Garg,2024,https://link.springer.com/chapter/10.1007/978-981-99-8661-3_3,Conference paper
Dynamic Load Balancing Schemes for Software-Defined Networking (SDN),Proceedings of Second International Conference on Intelligent System,,,,10.1007/978-981-99-8976-8_41,Pashupati BaniyaParma NandBharat Bhushan,2024,https://link.springer.com/chapter/10.1007/978-981-99-8976-8_41,Conference paper
Assessment of a Semi-supervised Machine Learning Method for Thwarting Network DDoS Assaults,Evolution in Signal Processing and Telecommunication Networks,,,,10.1007/978-981-97-0644-0_28,Somarowthu Gani LakshmiTutta Naga Venkata DurgaP. SrilathaC. H. D. V. P. KumariE. Laxmi LydiaElvir Akhmetshin,2024,https://link.springer.com/chapter/10.1007/978-981-97-0644-0_28,Conference paper
Deep Reinforcement Learning Based Load Balancing for&#xa0;Heterogeneous Traffic in&#xa0;Datacenter Networks,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0798-0_16,Jinbin HuWangqing LuoYi HeJing WangDengyong Zhang,2024,https://link.springer.com/chapter/10.1007/978-981-97-0798-0_16,Conference paper
HAECN: Hierarchical Automatic ECN Tuning with&#xa0;Ultra-Low Overhead in&#xa0;Datacenter Networks,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0798-0_19,Jinbin HuYouyang WangZikai ZhouShuying RaoRundong XinJing WangShiming He,2024,https://link.springer.com/chapter/10.1007/978-981-97-0798-0_19,Conference paper
Fairness Analysis and&#xa0;Optimization of&#xa0;BBR Congestion Control Algorithm,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0798-0_5,Bo ZhangYing WangXiya Yang,2024,https://link.springer.com/chapter/10.1007/978-981-97-0798-0_5,Conference paper
Congestion Control Enhancement in TCP,Proceedings of International Conference on Network Security and Blockchain Technology,,,,10.1007/978-981-99-4433-0_20,Vishwanath ChikkareddiVinaykumar ChikaraddiSantosh ChinchaliChidanand Kusur,2024,https://link.springer.com/chapter/10.1007/978-981-99-4433-0_20,Conference paper
Enhancement in Securing Open Source SDN Controller Against DDoS Attack,IoT Based Control Networks and Intelligent Systems,,,,10.1007/978-981-99-6586-1_27,S. VirushabadossT. P. Anithaashri,2024,https://link.springer.com/chapter/10.1007/978-981-99-6586-1_27,Conference paper
Optimized Traffic Management in Software Defined Networking,"Advanced Computing, Machine Learning, Robotics and Internet Technologies",,,,10.1007/978-3-031-47224-4_14,M. P. RamkumarJ. Lece Elizabeth RaniR. JeyarohiniG. S. R. Emil SelvanS. Arun Karthick,2024,https://link.springer.com/chapter/10.1007/978-3-031-47224-4_14,Conference paper
Extras and&#xa0;Premiums: Local PCN Routing with&#xa0;Redundancy and&#xa0;Fees,Financial Cryptography and Data Security,,,,10.1007/978-3-031-47751-5_7,Yu ShenOğuzhan ErsoyStefanie Roos,2024,https://link.springer.com/chapter/10.1007/978-3-031-47751-5_7,Conference paper
A Novel Software Defined Security Framework for SDN,Risks and Security of Internet and Systems,,,,10.1007/978-3-031-61231-2_14,Srijita BasuNeha Firdaush RaunAvishek GhosalDebanjan ChatterjeeDebarghya MaitraChandan Mazumdar,2024,https://link.springer.com/chapter/10.1007/978-3-031-61231-2_14,Conference paper
An Exploration of&#xa0;Exact Methods for&#xa0;Effective Network Failure Detection and&#xa0;Diagnosis,"Integration of Constraint Programming, Artificial Intelligence, and Operations Research",,,,10.1007/978-3-031-60597-0_11,Auguste BurlatsPierre SchausCristel Pelsser,2024,https://link.springer.com/chapter/10.1007/978-3-031-60597-0_11,Conference paper
Analysis of the Impacts of Flooding-Based DDoS Attacks on SDN-Enabled Cloud,Advanced Network Technologies and Intelligent Computing,,,,10.1007/978-3-031-64064-3_14,Jasmeen Kaur ChahalAbhinav BhandariSunny Behal,2024,https://link.springer.com/chapter/10.1007/978-3-031-64064-3_14,Conference paper
Evaluating TCP Performance with RED for Efficient Congestion Control,Advancements in Smart Computing and Information Security,,,,10.1007/978-3-031-59100-6_28,Hemali MoradiyaKalpesh Popat,2024,https://link.springer.com/chapter/10.1007/978-3-031-59100-6_28,Conference paper
BBR-R: Improving BBR’s RTT Fairness by&#xa0;Dynamically Adjusting Delay Detection Intervals,Advanced Information Networking and Applications,,,,10.1007/978-3-031-57840-3_7,Zewei HanGo Hasegawa,2024,https://link.springer.com/chapter/10.1007/978-3-031-57840-3_7,Conference paper
Hop-Constrained Oblivious Routing Using Prim’s-Sollin’s Algorithm,Advanced Information Networking and Applications,,,,10.1007/978-3-031-57942-4_43,MehakDharmendra Prasad Mahato,2024,https://link.springer.com/chapter/10.1007/978-3-031-57942-4_43,Conference paper
A Hybrid Deep Reinforcement Learning Routing Method Under Dynamic and&#xa0;Complex Traffic with&#xa0;Software Defined Networking,Advanced Information Networking and Applications,,,,10.1007/978-3-031-57942-4_19,Ziyang ZhangLin GuanQinggang Meng,2024,https://link.springer.com/chapter/10.1007/978-3-031-57942-4_19,Conference paper
SDN Enabled L2 Switch Implementation and&#xa0;Its Performance Evaluation Through P4 Programming,Proceedings of the 20th International Conference on Computing and Information Technology (IC2IT 2024),,,,10.1007/978-3-031-58561-6_4,Sakar PudasainiBabu R. DawadiRoshani GhimireGiovanni PauBinod Sapkota,2024,https://link.springer.com/chapter/10.1007/978-3-031-58561-6_4,Conference paper
Resilience to&#xa0;Chain-Quality Attacks in&#xa0;Fair Separability,Computer Security – ESORICS 2024,,,,10.1007/978-3-031-70903-6_13,Vincent GramoliZhenliang LuQiang TangPouriya Zarbafian,2024,https://link.springer.com/chapter/10.1007/978-3-031-70903-6_13,Conference paper
Dynamic SDN Multiple Nodes Migration Using SARSA Reinforcement Learning,Mobile Web and Intelligent Information Systems,,,,10.1007/978-3-031-68005-2_4,Jenniffer Teh Sue LingSaw Chin TanSiew Hong WeiMuhammad Faiz M. ZakiNazaruddin Omar,2024,https://link.springer.com/chapter/10.1007/978-3-031-68005-2_4,Conference paper
Dynamic Priority Coflow Scheduling in Optical Circuit Switched Networks,"Parallel and Distributed Computing, Applications and Technologies",,,,10.1007/978-981-99-8211-0_20,Hongkun RenHong ShenXin Wang,2024,https://link.springer.com/chapter/10.1007/978-981-99-8211-0_20,Conference paper
Enhanced Multipath QUIC Protocol with&#xa0;Lower Path Delay and&#xa0;Packet Loss Rate,Frontier Computing on Industrial Applications Volume 4,,,,10.1007/978-981-99-9342-0_21,Chih-Lin HuFang-Yi LinWu-Min SungNien-Tzu HsiehYung-Hui ChenLin Hui,2024,https://link.springer.com/chapter/10.1007/978-981-99-9342-0_21,Conference paper
Quality of Service Oriented Power Communication Network Test Mechanism,Proceedings of the 13th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-99-9247-8_32,Wandi LiangHongguang YuHuicong FanShijia ZhuJianhua ZhaoWenxiao LiFan TangCaiyun Li,2024,https://link.springer.com/chapter/10.1007/978-981-99-9247-8_32,Conference paper
Virtual Environment Testbed For DSDN Network,Innovations in Data Analytics,,,,10.1007/978-981-97-3466-5_29,Wed Kadhim OleiwiAlharith A. Abdullah,2024,https://link.springer.com/chapter/10.1007/978-981-97-3466-5_29,Conference paper
Deterministic Network,Fundamentals of 6G Communications and Networking,,,,10.1007/978-3-031-37920-8_25,Jessie Hui WangYipeng ZhouYuedong Xu,2024,https://link.springer.com/chapter/10.1007/978-3-031-37920-8_25,Chapter
Research Directions in&#xa0;Formal Verification of&#xa0;Network Configurations Toward Verification of&#xa0;Mobile Networks,Mobile Internet Security,,,,10.1007/978-981-97-4465-7_18,Hideki SakuradaKouichi Sakurai,2024,https://link.springer.com/chapter/10.1007/978-981-97-4465-7_18,Conference paper
SDN Based Network Path Planning Optimization for Printing Cloud Service,Frontiers of Networking Technologies,,,,10.1007/978-981-97-3890-8_12,Jiajun PengQian HeQi PanYanbo Liu,2024,https://link.springer.com/chapter/10.1007/978-981-97-3890-8_12,Conference paper
Towards Smart Stream Scheduler for&#xa0;Multipath QUIC in&#xa0;Heterogeneous Networks,Frontiers of Networking Technologies,,,,10.1007/978-981-97-3890-8_10,Anyi LiXiangbin LiangTianshu WangBaokang Zhao,2024,https://link.springer.com/chapter/10.1007/978-981-97-3890-8_10,Conference paper
Detection and Mitigation of DDOS Attack Using CART-SVC Approach in SDN,Smart Data Intelligence,,,,10.1007/978-981-97-3191-6_27,C. SowmiyaS. NavethaI. VaishmashreeN. Gowthami,2024,https://link.springer.com/chapter/10.1007/978-981-97-3191-6_27,Conference paper
HACC: Hierarchical Automatic Selection of Congestion Control Algorithms,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-97-2447-5_17,Yujie PengJin WangYouyang WangJing WangJinbin Hu,2024,https://link.springer.com/chapter/10.1007/978-981-97-2447-5_17,Conference paper
Initializing SDN-NFV Integration for Smart City as Environment to DQN Agent in QoS Optimization,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-97-2447-5_3,Inseok SongProhim TamIntae RyooSeokhoon Kim,2024,https://link.springer.com/chapter/10.1007/978-981-97-2447-5_3,Conference paper
DeepTQ: Predictive TSN Switch Queue Length Based on&#xa0;Deep Learning,Proceedings of 2023 7th Chinese Conference on Swarm Intelligence and Cooperative Control,,,,10.1007/978-981-97-3336-1_1,Yanxin JiaLong XuWei XiongXin WangZhijun ShangZijun Yuan,2024,https://link.springer.com/chapter/10.1007/978-981-97-3336-1_1,Conference paper
ONOS SDN Framework: Assessing the&#xa0;Impact of&#xa0;Single and&#xa0;Multi-Controller Architectures on&#xa0;Network Efficiency,Smart Trends in Computing and Communications,,,,10.1007/978-981-97-1323-3_32,Adarsh Liju AbrahamB H HrishikeshMd Taseen AteharBhagyashree Narayan HegdeAnimesh Giri,2024,https://link.springer.com/chapter/10.1007/978-981-97-1323-3_32,Conference paper
Accelerating QUIC with&#xa0;AF_XDP,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0798-0_6,Tianyi HuangShizhen Zhao,2024,https://link.springer.com/chapter/10.1007/978-981-97-0798-0_6,Conference paper
Research on Optimization of PTN Based on Bilevel Multi-objective Programming Learning,Computer Science and Education. Teaching and Curriculum,,,,10.1007/978-981-97-0791-1_3,Song Tian,2024,https://link.springer.com/chapter/10.1007/978-981-97-0791-1_3,Conference paper
Enabling Traffic-Differentiated Load Balancing for&#xa0;Datacenter Networks,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0798-0_15,Jinbin HuYing LiuShuying RaoJing WangDengyong Zhang,2024,https://link.springer.com/chapter/10.1007/978-981-97-0798-0_15,Conference paper
Bias-Resilient Elephant Flow Detection in&#xa0;Distributed SDNs Through Federated Learning,ICT: Applications and Social Interfaces,,,,10.1007/978-981-97-0210-7_39,Kaoutar BoussaoudMohamed BellouchMeryeme AyacheAbdeslam En-Nouaary,2024,https://link.springer.com/chapter/10.1007/978-981-97-0210-7_39,Conference paper
Optimizing Network Convergence for Efficient Data Transmission in Server-to-Client Environments: A Comparative Analysis of Dynamic Routing Protocols Using OPNET Simulation,Artificial Intelligence and Sustainable Computing,,,,10.1007/978-981-97-0327-2_33,Priynka SharmaVinay Mehta,2024,https://link.springer.com/chapter/10.1007/978-981-97-0327-2_33,Conference paper
An Optimized Mechanism to Improve the Performance of Proxy Mobile IPv6 Using Augmented Open-Flow Technique,Accelerating Discoveries in Data Science and Artificial Intelligence II,,,,10.1007/978-3-031-51163-9_29,L. K. IndumathiP. Vijayapal ReddyA. V. Murali Krishna,2024,https://link.springer.com/chapter/10.1007/978-3-031-51163-9_29,Conference paper
A Smart Network Repository Based on&#xa0;Graph Database,"Mobile, Secure, and Programmable Networking",,,,10.1007/978-3-031-52426-4_6,Amar AbaneAbdella BattouMheni MerzoukiTao Zhang,2024,https://link.springer.com/chapter/10.1007/978-3-031-52426-4_6,Conference paper
Computer Network Design for Office Building Environment,32nd International Conference on Organization and Technology of Maintenance (OTO 2023),,,,10.1007/978-3-031-51494-4_34,Damir BlaževićTomislav KeserMatko Mance,2024,https://link.springer.com/chapter/10.1007/978-3-031-51494-4_34,Conference paper
"Multiclass AQM on&#xa0;TCP/IP Routers: Modeling, Analysis, and&#xa0;Design",Advances in Control Power Systems and Emerging Technologies,,,,10.1007/978-3-031-51796-9_36,Youssef El FezaziNabil El FezaziSaid IdrissiNabil El AkchiouiAmine El FathiTeresa AlvarezEl Houssaine Tissir,2024,https://link.springer.com/chapter/10.1007/978-3-031-51796-9_36,Conference paper
Using 5G Technologies and Predictive Models to Achieve a Flexible Network Capacity in Supercomputing Centers,Information Technology and Systems,,,,10.1007/978-3-031-54256-5_15,Borja BordelRamón AlcarriaJoaquin ChungRajkumar KettimuthuIván Armuelles Voinov,2024,https://link.springer.com/chapter/10.1007/978-3-031-54256-5_15,Conference paper
On the&#xa0;(Not So) Surprising Impact of&#xa0;Multi-Path Payments on&#xa0;Performance And Privacy in&#xa0;the&#xa0;Lightning Network,Computer Security. ESORICS 2023 International Workshops,,,,10.1007/978-3-031-54204-6_25,Charmaine NdoloFlorian Tschorsch,2024,https://link.springer.com/chapter/10.1007/978-3-031-54204-6_25,Conference paper
Improved Routing for&#xa0;the&#xa0;In-Band Network Telemetry Problem,Mathematical Modeling in Physical Sciences,,,,10.1007/978-3-031-52965-8_46,Thierno Bocar N’DiayeMarcelo Caggiani LuizelliJules DegilaLuciana Salete Buriol,2024,https://link.springer.com/chapter/10.1007/978-3-031-52965-8_46,Conference paper
Applications and Associated Challenges in Deployment of Software Defined Networking (SDN),Emerging Trends and Applications in Artificial Intelligence,,,,10.1007/978-3-031-56728-5_45,Pashupati BaniyaAtul AgrawalParma NandBharat BhushanAlaa Ali HameedAkhtar Jamil,2024,https://link.springer.com/chapter/10.1007/978-3-031-56728-5_45,Conference paper
Using Machine Learning to Control Congestion in SDN: A Review,Emerging Trends and Applications in Artificial Intelligence,,,,10.1007/978-3-031-56728-5_33,Tabarak YassinOmar Ali,2024,https://link.springer.com/chapter/10.1007/978-3-031-56728-5_33,Conference paper
Anycast Polarization in&#xa0;the&#xa0;Wild,Passive and Active Measurement,,,,10.1007/978-3-031-56252-5_6,A. S. M. RizviTingshan HuangRasit EsrefogluJohn Heidemann,2024,https://link.springer.com/chapter/10.1007/978-3-031-56252-5_6,Conference paper
Promises and&#xa0;Potential of&#xa0;BBRv3,Passive and Active Measurement,,,,10.1007/978-3-031-56252-5_12,Danesh ZeynaliEmilia N. WeyuluSeifeddine FathalliBalakrishnan ChandrasekaranAnja Feldmann,2024,https://link.springer.com/chapter/10.1007/978-3-031-56252-5_12,Conference paper
Software-Defined Exchange (SDX) as Solutions of Internet Exchange Point (IXP): An Argumentative Literature Review,Intelligent Sustainable Systems,,,,10.1007/978-981-99-7569-3_15,Nurul Wahda R. KasadMuharman LubisRd. Rohmat Saedudin,2024,https://link.springer.com/chapter/10.1007/978-981-99-7569-3_15,Conference paper
A Survey of RoCEv2 Congestion Control,"The 7th International Conference on Information Science, Communication and Computing",,,,10.1007/978-981-99-7161-9_4,Dingyu YanYaping LiuShuo ZhangZhikai YangYingzhen Wang,2024,https://link.springer.com/chapter/10.1007/978-981-99-7161-9_4,Conference paper
SDN-Based Network Resource Management,Computational Intelligence for Modern Business Systems,,,,10.1007/978-981-99-5354-7_8,João Carlos Marques SilvaJosé André MouraNuno Manuel Branco Souto,2024,https://link.springer.com/chapter/10.1007/978-981-99-5354-7_8,Chapter
Security Investigation for Software Defined Network Controller,Proceedings of Data Analytics and Management,,,,10.1007/978-981-99-6547-2_50,Hamza Mutaher,2024,https://link.springer.com/chapter/10.1007/978-981-99-6547-2_50,Conference paper
Simulation Design of Reinforcement-Based Migration System in Software-Defined Networking Using Q-Learning,Methods and Applications for Modeling and Simulation of Complex Systems,,,,10.1007/978-981-99-7240-1_27,Avinash Imanuel Gana RajTan Saw Chin,2024,https://link.springer.com/chapter/10.1007/978-981-99-7240-1_27,Conference paper
FIPO: Software-Defined Packet Scheduling Primitive for Time-Sensitive Networking,Service Science,,,,10.1007/978-981-97-5760-2_1,Shang LiuShuai GaoJia ChenXu HuangDongsheng QianChenxi Liao,2024,https://link.springer.com/chapter/10.1007/978-981-97-5760-2_1,Conference paper
Enhancing Network Security: A Strategic SDN and Genetic Algorithm Approach for Countering DDoS Attacks,ICT for Intelligent Systems,,,,10.1007/978-981-97-6684-0_50,Kumbhar KalpanaMukherji PrachiSachin Paranjape,2024,https://link.springer.com/chapter/10.1007/978-981-97-6684-0_50,Conference paper
Load Distribution Using Optimized Number of&#xa0;Controllers in&#xa0;Software-Defined Networks,Proceedings of International Conference on Advanced Communications and Machine Intelligence,,,,10.1007/978-981-97-6222-4_31,Veeramani SonaiIndira BharathiMuthaiah U,2024,https://link.springer.com/chapter/10.1007/978-981-97-6222-4_31,Conference paper
Comparative Analysis of Multipath Transport Layer Protocols,Innovations in Computational Intelligence and Computer Vision,,,,10.1007/978-981-97-6992-6_35,Lal Pratap VermaGhanshyam RaghuwanshiNeelesh MishraIndradeep Verma,2024,https://link.springer.com/chapter/10.1007/978-981-97-6992-6_35,Conference paper
Datacenter Migrations with VMware Aria Operations for Networks,,,,,10.1007/979-8-8688-0772-5,Shashank Mohan,2024,https://link.springer.com/video/10.1007/979-8-8688-0772-5,Video
"VMware NSX Routing and Switching Fundamentals ",,,,,10.1007/979-8-8688-1175-3,Shashank Mohan,2024,https://link.springer.com/video/10.1007/979-8-8688-1175-3,Video
Dynamic Difficulty Adjustment,Encyclopedia of Computer Graphics and Games,,,,10.1007/978-3-031-23161-2_300370,,2024,https://link.springer.com/rwe/10.1007/978-3-031-23161-2_300370,Reference work entry
Design of General SDN Controller System Framework for Multi-domain Heterogeneous Networks,Computational and Experimental Simulations in Engineering,,,,10.1007/978-3-031-42987-3_83,Wenxiao LiJianhua ZhaoHuicong FanShijia ZhuWandi LiangHongguang YuPeng Lin,2024,https://link.springer.com/chapter/10.1007/978-3-031-42987-3_83,Conference paper
Performance Analysis of Software-Defined Networks (SDN) via POX Controller Simulation in Mininet,Advanced Network Technologies and Intelligent Computing,,,,10.1007/978-3-031-64076-6_9,L. PriyaNarendran Rajagopalan,2024,https://link.springer.com/chapter/10.1007/978-3-031-64076-6_9,Conference paper
Specifying and&#xa0;Verifying a&#xa0;Real-World Packet Error-Correction System,"Verified Software. Theories, Tools and Experiments",,,,10.1007/978-3-031-66064-1_4,Joshua M. CohenAndrew W. Appel,2024,https://link.springer.com/chapter/10.1007/978-3-031-66064-1_4,Conference paper
A Way to Elude the Distributed Denial-of-Service Attack in Regulated Surroundings,Navigating the Technological Tide: The Evolution and Challenges of Business Model Innovation,,,,10.1007/978-3-031-67437-2_12,Jawad Hammad Al RawashdehTariq Khaled Nayef AburashedGhada Hammad Al-Rawashdeh,2024,https://link.springer.com/chapter/10.1007/978-3-031-67437-2_12,Conference paper
UCAT: User Centric Adaptive Transmission for&#xa0;Meeting Diverse Network Demands,"Quality, Reliability, Security and Robustness in Heterogeneous Systems",,,,10.1007/978-3-031-65123-6_2,Hanxiao YanChengxiao YuKang LiuDeyun GaoDu ChenHaoran Song,2024,https://link.springer.com/chapter/10.1007/978-3-031-65123-6_2,Conference paper
Process Identity-Based Firewalling,Computer Security – ESORICS 2024,,,,10.1007/978-3-031-70890-9_11,Radu MantuMihai ChiroiuCostin Raiciu,2024,https://link.springer.com/chapter/10.1007/978-3-031-70890-9_11,Conference paper
Topology Discovery Tool for&#xa0;OpenFlow Controllers,Information and Communications Technologies,,,,10.1007/978-3-031-62624-1_3,Mohamed SatiMoad EmshiheetAhmed MajoukSalem Omar Sati,2024,https://link.springer.com/chapter/10.1007/978-3-031-62624-1_3,Conference paper
Performance Evaluation Comparison Between Central SDN Network and DSDN,New Trends in Information and Communications Technology Applications,,,,10.1007/978-3-031-62814-6_24,Wed Kadhim OleiwiAlharith A. Abdullah,2024,https://link.springer.com/chapter/10.1007/978-3-031-62814-6_24,Conference paper
Simulation of SARSA-Based Reinforcement- Learning Dynamic SDN Migration Process,Mobile Web and Intelligent Information Systems,,,,10.1007/978-3-031-68005-2_3,Jenniffer Teh Sue LingSaw Chin TanSiew Hong WeiMuhammad Faiz M. ZakiNazaruddin Omar,2024,https://link.springer.com/chapter/10.1007/978-3-031-68005-2_3,Conference paper
Performance Evaluation of&#xa0;FC-RDVM Router Replacement Method for&#xa0;Different Instances of&#xa0;WMNs Considering Subway Distribution: A Comparison Study Between UNDX-m and&#xa0;SPX Crossover Methods,"Advances on P2P, Parallel, Grid, Cloud and Internet Computing",,,,10.1007/978-3-031-46970-1_15,Admir BarolliShinji SakamotoLeonard BarolliMakoto Takizawa,2024,https://link.springer.com/chapter/10.1007/978-3-031-46970-1_15,Conference paper
On the&#xa0;Sustainability of&#xa0;Bitcoin Partitioning Attacks,Financial Cryptography and Data Security,,,,10.1007/978-3-031-47751-5_10,Jaehyun HaSeungjin BaekMuoi TranMin Suk Kang,2024,https://link.springer.com/chapter/10.1007/978-3-031-47751-5_10,Conference paper
R2: Boosting Liquidity in&#xa0;Payment Channel Networks with&#xa0;Online Admission Control,Financial Cryptography and Data Security,,,,10.1007/978-3-031-47754-6_18,Mahsa BastankhahKrishnendu ChatterjeeMohammad Ali Maddah-AliStefan SchmidJakub SvobodaMichelle Yeo,2024,https://link.springer.com/chapter/10.1007/978-3-031-47754-6_18,Conference paper
Design and Implementation of SRv6 Routing Module in Computing and Network Convergence Environment,Proceedings of the 13th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-99-9247-8_24,Jing GaoWenkuo DongLei FengWenjing Li,2024,https://link.springer.com/chapter/10.1007/978-981-99-9247-8_24,Conference paper
Reliable and Efficient Routing Management Mechanism for Power Communication Network Based on Multi-party Cooperation,Proceedings of the 13th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-99-9247-8_25,Zhongmiao KangDonghai HuangYuben BaoPeiming ZhangJiewei Chen,2024,https://link.springer.com/chapter/10.1007/978-981-99-9247-8_25,Conference paper
Integrating Machine Learning Models into&#xa0;the&#xa0;Linux Kernel: Opportunities and&#xa0;Challenges,Mobile Internet Security,,,,10.1007/978-981-97-4465-7_15,Jorge Gallego-MadridIrene Bru-SantaRamon Sanchez-IborraAntonio Skarmeta,2024,https://link.springer.com/chapter/10.1007/978-981-97-4465-7_15,Conference paper
"Choate: Toward High-Level, Cross-Layer SDN Programming",Network Simulation and Evaluation,,,,10.1007/978-981-97-4522-7_7,Shenshen Chen,2024,https://link.springer.com/chapter/10.1007/978-981-97-4522-7_7,Conference paper
Collaborative Defense Method Against DDoS Attacks on SDN-Architected Cloud Servers,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-97-5591-2_31,Yiying ZhangYao XuLongzhe HanKun LiangWenjing Li,2024,https://link.springer.com/chapter/10.1007/978-981-97-5591-2_31,Conference paper
A Novel Technique Using Particle Swarm Optimization and&#xa0;Firefly Algorithm for&#xa0;Wireless Network,Advances in Signal Processing and Communication Engineering,,,,10.1007/978-981-97-0562-7_43,Manikya Krishna Chaitanya DurbhakulaSrilakshmi AouthuMohammad IliyasDayadi. Lakshmaiah,2024,https://link.springer.com/chapter/10.1007/978-981-97-0562-7_43,Conference paper
The Network Planning for LSP Protection in PTN,Computer Science and Education. Computer Science and Technology,,,,10.1007/978-981-97-0730-0_7,Xin Zhou,2024,https://link.springer.com/chapter/10.1007/978-981-97-0730-0_7,Conference paper
MPQUIC Transmission Control Strategy for&#xa0;SDN-Based Satellite Network,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0811-6_27,Jinyao LiuXiaoqiang DiWeiwu RenLigang CongHui Qi,2024,https://link.springer.com/chapter/10.1007/978-981-97-0811-6_27,Conference paper
Efficient Multi-tunnel Flow Scheduling for&#xa0;Traffic Engineering,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0859-8_27,Renhai XuWenxin LiKeqiu Li,2024,https://link.springer.com/chapter/10.1007/978-981-97-0859-8_27,Conference paper
